,ISBN,book_id,title,author,publisher,year,language
8912,1853260533,49838,Collected Ghost Stories,['Montague Rhodes James'],Wordsworth Editions,1992,en
8914,0345327306,49850,How To Get People To Do Things,['Robert Conklin'],Ballantine Books,1985,en
8915,0670030961,49852,"Mary, Called Magdalene",['Margaret George'],Viking Adult,2002,en
8917,0786011440,49938,Cradle And All,['Zachary Alan Fox'],Pinnacle Books,2000,en
8918,0345415000,49956,The Hellfire Club - A Novel,['Peter Straub'],Ballantine Books,1997,en
8919,0452279186,49985,Yo!,['Julia Alvarez'],Tarcher,1997,en
8920,0449002128,50067,The Kill Artist - A Novel,['Daniel Silva'],Fawcett,2002,en
8921,0671017047,50095,Obsession,"['John E. Douglas', 'Mark Olshaker']",,1998,en
8922,0812515285,50119,A Fire Upon The Deep,['Vernor Vinge'],Macmillan,1993,en
8923,1563893126,50135,Preacher - Until The End Of The World,"['Garth Ennis', 'Steve Dillon']",Vertigo,1997,en
8924,0441644511,50150,The Outlaws Of Sherwood,['Robin McKinley'],Berkley,1989,en
8926,0312986734,50155,The Secret Ingredient - A Novel,['Jane Heller'],Macmillan,2003,en
8928,1573222518,50163,Grass For His Pillow,['Lian Hearn'],Riverhead Books,2003,en
8930,0886777313,50167,The Mageborn Traitor,['Melanie Rawn'],DAW,1998,en
8931,0441003613,50173,The Book Of Atrix Wolfe,['Patricia A. McKillip'],Ace,1996,en
8932,1563892618,50175,Preacher [1] - Gone To Texas,['Garth Ennis'],,1995,en
8934,0312972962,50179,Roman Blood - A Novel Of Ancient Rome,['Steven Saylor'],Macmillan,2000,en
8935,0553261908,50190,Wild Cards - A Mosaic Novel,['George R. R. Martin'],Spectra,1986,en
8936,1853260436,50220,Northanger Abbey,['Jane Austen'],Wordsworth Editions,1993,en
8937,0451457897,50221,The Glasswrights' Apprentice,['Mindy Klasky'],Roc,2000,en
8938,0451450124,50252,Wyrd Sisters,['Terry Pratchett'],Roc,1990,en
8939,055357535X,50287,The Stories Of Eva Luna,['Isabel Allende'],Bantam,1992,en
8942,0743418719,50329,Salem Falls,['Jodi Picoult'],Simon and Schuster,2002,en
8943,0375508562,50334,The Demon In The Freezer - A True Story,['Richard Preston'],"Random House Digital, Inc.",2002,en
8944,0380977311,50335,Exit Wounds - A Novel Of Suspense,['J. A. Jance'],William Morrow,2003,en
8945,0399146644,50338,L.A. Dead,['Stuart Woods'],Putnam Adult,2000,en
8946,0399147365,50339,Cold Paradise,['Stuart Woods'],Putnam Adult,2001,en
8947,0399143769,50341,Flight Of Eagles,['Jack Higgins'],Putnam Adult,1998,en
8948,0399143629,50343,Critical Mass,['Steve Martini'],Putnam Adult,1998,en
8949,0679457143,50347,The Cobra Event - A Novel,['Richard Preston'],Random House (NY),1997,en
8950,0399148817,50352,Sleep No More,['Greg Iles'],Putnam Adult,2002,en
8951,0553801929,50354,Dark Horse,['Tami Hoag'],Bantam,2002,en
8952,0449242072,50355,The Last Enchantment,['Mary Stewart'],Fawcett,1979,en
8953,0060194448,50360,The Wailing Wind,['Tony Hillerman'],Harper,2002,en
8954,0786867248,50362,The Art Of Deception,['Ridley Pearson'],Hachette Books,2002,en
8955,0399148337,50363,Midnight Runner,['Jack Higgins'],Putnam Adult,2002,en
8956,354860028X,50378,Regenroman,['Karen Duve'],,2000,de
8957,0671016857,50406,Murder@Maggody.Com - An Arly Hanks Mystery,['Joan Hess'],Simon and Schuster,2001,en
8958,0802150241,50416,Proust,['Samuel Beckett'],,1957,en
8959,0099201410,50423,Breathing Lessons,['Anne Tyler'],Random House,1992,en
8960,0002558122,50430,Angela's Ashes - A Memoir,['Frank McCourt'],,1996,en
8961,1853260177,50460,The Wind In The Willows,['Kenneth Grahame'],Wordsworth Editions,1993,en
8962,0060961325,50540,The Celluloid Closet - Homosexuality In The Movies,['Vito Russo'],Harper Collins,1987,en
8964,0553076256,50579,Half Asleep In Frog Pajamas,['Tom Robbins'],Bantam,1994,en
8965,0671532766,50604,Lizard,['Banana Yoshimoto'],Simon and Schuster,1996,en
8966,0345407113,50614,The Conversation Piece - Creative Questions To Tickle The Mind,"['Paul Lowrie', 'Bret Nicholaus']",,1996,en
8967,0679750789,50619,The Tightwad Gazette II - Promoting Thrift As A Viable Alternative Lifestyle,[''],Vintage,1995,en
8968,0743240855,50624,Me Times Three - A Novel,['Alex Witchel'],Simon and Schuster,2003,en
8969,0312272189,50644,Fear And Trembling - A Novel,['Amelie Nothomb'],,2001,en
8970,0393049566,50646,Socrates Café - A Fresh Taste of Philosophy,['Christopher Phillips'],W. W. Norton,2001,en
8972,0441006582,50655,A Phule And His Money,"['Robert Asprin', 'Peter J. Heck']",Ace,1999,en
8975,0893757071,50690,Little Women,['Louisa May Alcott'],Troll Communications,1997,en
8976,014011369X,50702,"And The Band Played On - Politics, People, And The AIDS Epidemic",['Randy Shilts'],Penguin Group,1988,en
8977,0671013963,50706,Into The Void,['Peter David'],Pocket Books/Star Trek,1997,en
8978,0345321200,50738,Diet For A Small Planet,['Frances Moore Lappé'],,1991,en
8979,0425195457,50820,White Death,"['Clive Cussler', 'Paul Kemprecos']",Penguin,2004,en
8980,0747525722,50863,The Tortilla Curtain,['T. Coraghessan Boyle'],Bloomsbury Publishing,1997,en
8982,0525945393,50887,Life On The Other Side - A Psychic's Tour Of The Afterlife,"['Sylvia Browne', 'Lindsay Harrison']",Dutton Adult,2000,en
8983,067178546X,50904,Blue Gold - A Novel From The NUMA Files,['Clive Cussler'],Pocket Books,2000,en
8984,0425067815,50920,Double Sin And Other Stories,['Agatha Christie'],Berkley,1984,en
8985,0684855127,50923,The Big Bad City,['Ed McBain'],Simon & Schuster,1999,en
8986,0060007788,50945,Finding Fish - A Memoir,['Antwone Q. Fisher'],William Morrow Paperbacks,2001,en
8987,0440133688,50963,The House Of God - A Novel,['Samuel Shem'],,1978,en
8988,0440225108,50966,The Plague Tales,['Ann Benson'],Dell,1998,en
8989,078580871X,50973,The Essential Rumi,['Jalāl al-Dīn Rūmī (Maulana)'],,1997,en
8990,0345420748,50984,While I Was Gone,['Sue Miller'],Ballantine Books,2002,en
8991,0385504470,50994,Lullaby - A Novel,['Chuck Palahniuk'],Doubleday Books,2002,en
8992,0385413726,51018,From Beirut To Jerusalem - Updated With A New Chapter,['Thomas L. Friedman'],Anchor,1995,en
8994,0821771108,51090,Making Over Mike,['Lisa Plumley'],Zebra Books,2001,en
8995,0552145807,51098,The Dance Of The Voodoo Handbag,['Robert Rankin'],Random House,1999,en
8996,0399146164,51100,Riptide,['Catherine Coulter'],Putnam Adult,2000,en
8997,0446360872,51129,The Fifth Profession,['David Morrell'],Grand Central Publishing,1990,en
8998,0515094978,51131,The Cat Who Had 14 Tales,['Lilian Jackson Braun'],National Geographic Books,1988,en
8999,0425173895,51146,The Murder Of Roger Ackroyd,['Agatha Christie'],Berkley,2000,en
9000,0451210557,51182,No Second Chance - A Suspense Thriller,['Harlan Coben'],National Geographic Books,2004,en
9003,0679735666,51211,A Natural History Of The Senses,['Diane Ackerman'],Vintage,1991,en
9004,0440201225,51221,Memoirs Of An Invisible Man,['Harry F. Saint'],Dell Publishing Company,1988,en
9005,0805073205,51226,Oracle Night - A Novel,['Paul Auster'],Macmillan,2003,en
9006,0670032549,51227,The Gunslinger,['Stephen King'],Viking Adult,2003,en
9008,0761107568,51236,The Wish List,['Barbara Ann Kipfer'],Workman Publishing,1997,en
9009,3404148576,51262,Nordermoor,['Arnaldur Indriðason'],,2003,de
9010,1561381489,51263,The Zen Gardening Kit,['Perseus'],Running Press,1992,en
9011,0553569473,51296,Rama Revealed,['Arthur C. Clarke'],National Geographic Books,1995,en
9012,0340786051,51321,One Hundred Ways For A Cat To Train Its Human,['Celia Haddon'],,2001,en
9013,0312959974,51376,Watch Me - They Said She Couldn't Catch A Serial Killer. She Said,['A. J. Holt'],Macmillan,1996,en
9014,0515121487,51424,To The Hilt,['Dick Francis'],Berkley,1997,en
9017,0060988096,51448,Adventures In A TV Nation,"['Michael Moore', 'Kathleen Glynn']",Harper Collins,1998,en
9018,0399143696,51504,Then Came Heaven,['LaVyrle Spencer'],Putnam Adult,1997,en
9019,0142000159,51530,Brunelleschi's Dome - How A Renaissance Genius Reinvented Architecture,['Ross King'],New York : Penguin Books,2001,en
9020,037571894X,51573,A Wild Sheep Chase - A Novel,['Haruki Murakami'],Vintage,2002,en
9021,0306812274,51575,How To Lose Friends And Alienate People - A Memoir,['Toby Young'],Da Capo Press,2003,en
9022,0440102804,51593,The Anodyne Necklace,['Martha Grimes'],Dell Publishing Company,1990,en
9023,014013168X,51601,The Buddha Of Suburbia,['Hanif Kureishi'],Penguin,1991,en
9025,158234082X,51606,Kitchen Confidential - Adventures In The Culinary Underbelly,['Anthony Bourdain'],Bloomsbury Publishing USA,2000,en
9026,0440218039,51611,The Wood Beyond,['Reginald Hill'],Dell,1997,en
9027,0316693642,51616,Along Came A Spider,['James Patterson'],"Little, Brown",1993,en
9028,1860492592,51622,Alias Grace,['Margaret Atwood'],Virago Press,1997,en
9029,0345322401,51630,Songs Of Distant Earth - A Novel,['Arthur C. Clarke'],Del Rey,1987,en
9030,0743212576,51632,The Immaculate Deception,['Iain Pears'],Scribner Book Company,2000,en
9031,0684196395,51644,One For The Money - A Stephanie Plum Novel,['Janet Evanovich'],Scribner Book Company,1994,en
9033,0330246631,51687,Vet In Harness,['James Herriot'],,1975,en
9034,015601226X,51713,As Meat Loves Salt,['Maria McCann'],Harvest Books,2001,en
9035,0375713123,51727,The Rotters' Club,['Jonathan Coe'],National Geographic Books,2003,en
9036,0553095153,51730,The Cereal Murders,['Diane Mott Davidson'],Bantam,1993,en
9037,0875420281,51770,Animal-Speak - The Spiritual & Magical Powers Of Creatures Great & Small,['Ted Andrews'],Llewellyn Worldwide,1993,en
9038,0684853787,51774,Bobos In Paradise - The New Upper Class And How They Got There,['David Brooks'],Simon & Schuster,2000,en
9039,3250600555,51792,Monsieur Ibrahim und die Blumen des Koran - Erzählung,"['Eric-Emmanuel Schmitt', 'Annette Bäcker']",,2003,de
9040,3446202692,51799,"Eine Frau, eine Wohnung, ein Roman",['Wilhelm Genazino'],Hanser Gardner Publications,2003,de
9043,077109860X,51872,Bonheur D'occasion,['Gabrielle Roy'],Random House of Canada,1989,en
9044,360893541X,51927,Der Herr der Ringe,['J. R. R. Tolkien'],,1984,de
9045,3426612704,51928,High fidelity - Roman,['Nick Hornby'],,1999,de
9046,0425151379,51931,Irish Chain,['Earlene Fowler'],National Geographic Books,1996,en
9047,0786866039,51946,The Grand Complication - A Novel,['Allen Kurzweil'],Hyperion,2002,en
9048,0618150730,51968,The Perilous Gard,['Elizabeth Marie Pope'],Houghton Mifflin Harcourt,1974,en
9049,3257232608,51991,Nobilta,['Donna Leon'],,2001,de
9050,0345368975,52069,Pegasus In Flight,['Anne McCaffrey'],National Geographic Books,1991,en
9051,0345459199,52093,Dave Barry Hits Below The Beltway,['Dave Barry'],,2003,en
9052,0671020943,52103,Thrill,['Jackie Collins'],Simon and Schuster,1998,en
9053,0786861592,52112,Myst: The Book Of Atrus,"['Rand Miller', 'Robyn Miller']",Hyperion,1995,en
9054,0451175816,52118,Dracula,['Bram Stoker'],Signet Book,1992,en
9058,0226469409,52154,The Iliad Of Homer,['Homer'],,1951,en
9059,0898159954,52201,Fat! So? - Because You Don't Have To Apologize For Your Size,['Marilyn Wann'],Ten Speed Press,1998,en
9060,0140430172,52212,Oliver Twist,['Charles Dickens'],Penguin,1966,en
9061,0446352764,52215,Double Whammy,['Carl Hiaasen'],Grand Central Publishing,1989,en
9062,0413531309,52221,The Growing Pains Of Adrian Mole,['Sue Townsend'],,1984,en
9064,0140620435,52306,The Tenant Of Wildfell Hall,['Anne Brontë'],,1994,en
9065,0434009407,52339,Hannibal,['Thomas Harris'],William Heinemann,1999,en
9067,0048230871,52384,The Lord Of The Rings,['John Ronald Reuel Tolkien'],Allen & Unwin Australia,1968,en
9069,0345460685,52398,Silent Partner,['Jonathan Kellerman'],"Random House Digital, Inc.",2003,en
9070,0449911357,52409,Fried Green Tomatoes At The Whistle Stop Cafe - A Novel,['Fannie Flagg'],Ballantine Books,1997,en
9071,068486424X,52429,"Yesterday, I Cried - Celebrating The Lessons Of Living And Loving",['Iyanla Vanzant'],,1998,en
9072,0743219554,52431,An Unsuitable Job For A Woman,['P.D. James'],Simon and Schuster,2001,en
9074,0767913795,52474,Who's Looking Out For You?,"[""Bill O'Reilly""]",Crown Archetype,2003,en
9075,1400033543,52486,You Shall Know Our Velocity,['Dave Eggers'],Vintage,2003,en
9076,8466303022,52522,Más Platón y menos Prozac,['Lou Marinoff'],Punto De Lectura,2001,es
9078,0812571983,52528,Deep As The Marrow,['F. Paul Wilson'],Tor Books,1998,en
9079,0812575911,52529,Elixir,['Gary Braver'],Tor Books,2001,en
9080,0679447156,52543,Eight Weeks To Optimum Health - A Proven Program For Taking Full Advantage Of Your Body's Natural Healing Power,['Andrew Weil'],Knopf,1997,en
9081,0385014856,52548,Guests Of The Sheik - An Ethnography Of An Iraqi Village,['Elizabeth Warnock Fernea'],Anchor,1969,en
9083,0553275720,52589,Fantastic Voyage,['Isaac Asimov'],Bantam,1988,en
9084,0375705619,52650,"French Lessons - Adventures With Knife, Fork, And Corkscrew",['Peter Mayle'],National Geographic Books,2002,en
9085,0451180216,52662,Interest Of Justice,['Nancy Taylor Rosenberg'],Signet Book,1994,en
9086,0060922249,52712,"Care Of The Soul - Guide For Cultivating Depth And Sacredness In Everyday Life, A",['Thomas Moore'],Harper Perennial,1994,en
9087,0875421318,52749,"Earth, Air, Fire & Water - More Techniques Of Natural Magic",['Scott Cunningham'],Llewellyn Worldwide,1991,en
9090,3518381768,52793,Das Geisterhaus - Roman,['Isabel Allende'],,1989,de
9092,0812522397,52831,Children Of The Mind,['Orson Scott Card'],Turtleback Books,1997,en
9093,3442092981,52834,Felidae - Roman,['Akif Pirinçci'],,1989,de
9095,0451171926,52854,Atlas Shrugged,['Ayn Rand'],Signet Book,1992,en
9096,0684826801,52872,Survival In Auschwitz,['Primo Levi'],Simon and Schuster,1996,en
9097,0743453476,52924,Whispers At Midnight,['Karen Robards'],Pocket Star,2003,en
9098,1551669633,52947,Cause For Alarm,['Erica Spindler'],MIRA,2002,en
9099,0060002069,52967,The Lady Chosen,['Stephanie Laurens'],Avon,2003,en
9100,0758200862,53037,Never Too Much,['Lori Foster'],Brava,2002,en
9101,0060185074,53062,The Vendetta Defense,['Lisa Scottoline'],Harper,2001,en
9102,3257215444,53066,"Happy Birthday, Türke - Kayankayas erster Fall",['Jakob Arjouni'],,1987,de
9104,0553298062,53128,Showdown At Centerpoint: Star Wars Legends (The Corellian Trilogy),['Roger MacBride Allen'],Random House Worlds,1995,en
9105,0140278826,53140,The Girls' Guide To Hunting And Fishing,['Melissa Bank'],Penguin UK,2000,en
9106,0452282977,53154,Miss Garnet's Angel,['Salley Vickers'],Plume Books,2002,en
9108,0590554085,53181,"Circle Of Magic: Sandry's Book, # 1",['Tamora Pierce'],,1999,en
9109,0380732289,53185,The China Garden,['Liz Berry'],Harper Collins,1999,en
9111,1565124057,53254,The Last Girls,['Lee Smith'],A Shannon Ravenel Book,2002,en
9112,0553382349,53281,The Cinderella Rules,['Donna Kauffman'],Bantam,2004,en
9113,8433920421,53283,La conjura de los necios,"['John Kennedy Toole', 'José Manuel Álvarez Flórez', 'Angela Pérez']",,1992,es
9114,0373790198,53322,You Sexy Thing!,['Tori Carrington'],Harlequin Books,2001,en
9116,037383568X,53350,Casey,['Lori Foster'],Harlequin Books,2002,en
9117,0671746723,53360,Dirk Gently's Holistic Detective Agency,['Douglas Adams'],Simon and Schuster,1988,en
9118,0590437976,53361,Little Women,['Louisa May Alcott'],Scholastic Paperbacks,1992,en
9119,3596126894,53364,Männer sind wie Schokolade - Roman,['Tina Grube'],,1995,de
9120,0440405483,53371,Many Waters,"[""Madeleine L'Engle""]",Yearling,1991,en
9121,1572970669,53400,Heirs Of The Force,"['Kevin J. Anderson', 'Rebecca Moesta']",Berkley,1995,en
9122,0060393009,53403,Foley Is Good - And The Real World Is Faker Than Wrestling,['Mick Foley'],HarperEntertainment,2001,en
9125,0765300176,53423,Shadow Puppets - Limited Edition - Leather Bound,['Orson Scott Card'],Tor Books,2002,en
9126,0385335180,53427,Moon Women,['Pamela Duncan'],,2001,en
9127,0380794489,53459,Lady Be Good,['Susan Elizabeth Phillips'],Harper Collins,1999,en
9128,0380776847,53461,"Heaven, Texas",['Susan Elizabeth Phillips'],Harper Collins,1995,en
9129,0743223527,53515,The Partly Cloudy Patriot,['Sarah Vowell'],,2002,en
9130,0449149080,53524,When Lightning Strikes - A Novel,['Kristin Hannah'],Ballantine Books,1994,en
9131,0767908481,53552,The No Spin Zone - Confrontations With The Powerful And Famous In America,"[""Bill O'Reilly""]",Broadway,2001,en
9132,0060919655,53559,Der weisse Affe - Roman,['John Galsworthy'],,1926,de
9133,0515122564,53570,The Echo,['Minette Walters'],Jove,1998,en
9134,0967673747,53593,Princess,['Jean P. Sasson'],,2001,en
9135,038081904X,53614,Abandon Ship!,['Richard F. Newcomb'],HarperTorch,2001,en
9136,0515129968,53708,Jezebel's Sister,['Emily Carmichael'],Berkley,2001,en
9137,0060520841,53713,Bias - A CBS Insider Exposes How The Media Distort The News,['Bernard Goldberg'],Harper Collins,2003,en
9138,0312421818,53723,The Book Of Illusions - A Novel,['Paul Auster'],Macmillan,2003,en
9139,0671739743,53726,The Velvet Promise,['Jude Deveraux'],Pocket Books,1991,en
9140,0671450344,53728,Highland Velvet,['Jude Deveraux'],"New York : Pocket Books ; Markham, Ont. : Distributed in Canada by PaperJacks",1982,en
9143,0156453800,53833,Invisible Cities,['Italo Calvino'],Houghton Mifflin Harcourt,1978,en
9144,3442723078,53846,Die Asche meiner Mutter - irische Erinnerungen,['Frank McCourt'],"Wilhelm Goldmann Verlag, GmbH",1998,de
9146,0140019421,53961,Jennie,['Paul Gallico'],Penguin Group USA,1963,en
9147,0767906314,54003,Fraud - Essays,['David Rakoff'],Anchor,2002,en
9150,1579546463,54057,"The South Beach Diet - The Delicious, Doctor-Designed, Foolproof Plan For Fast And Healthy Weight Loss",['Arthur Agatston'],Rodale Books,2003,en
9151,0763614211,54080,Witch Child,['Celia Rees'],Candlewick Press (MA),2001,en
9154,0515116246,54108,The Nightingale Legacy,['Catherine Coulter'],National Geographic Books,1995,en
9155,0425192741,54127,Tricky Business,['Dave Barry'],G.P. Putnam's Sons,2003,en
9156,0805054073,54138,Timbuktu - A Novel,['Paul Auster'],Henry Holt and Company,1999,en
9158,0312951647,54191,In The Presence Of Enemies,"['William Jeremiah Coughlin', 'William J. Coughlin']",Macmillan,1994,en
9159,1561483516,54205,That Dorky Homemade Look - Quilting Lessons From A Parallel Universe,['Lisa Boyer'],Good Books,2002,en
9160,0684717972,54224,A Farewell To Arms,['Ernest Hemingway'],Macmillan Reference USA,1969,en
9161,0060263857,54234,Charlotte's Web,"['E. B. White', 'Kate DiCamillo']",Harper Collins,1952,en
9163,0399137378,54352,Timequake,['Kurt Vonnegut'],Putnam Adult,1997,en
9165,0679751114,54461,Hotel Pastis - A Novel Of Provence,['Peter Mayle'],Vintage,1994,en
9166,0060958324,54482,Zen And The Art Of Motorcycle Maintenance - An Inquiry Into Values,['Robert M. Pirsig'],Perennial Classics,2000,en
9167,0933944047,54505,Fup - A Story,['Jim Dodge'],,1983,en
9168,0684852683,54516,Dreams Of My Russian Summers - A Novel,['Andrei Makine'],Simon and Schuster,1998,en
9169,140003339X,54569,McSweeney's Mammoth Treasury Of Thrilling Tales,['Michael Chabon'],National Geographic Books,2003,en
9170,0140430423,54626,Hard Times For These Times,['Charles Dickens'],Penguin Books Limited,1969,en
9171,0060557818,54634,Neverwhere - A Novel,['Neil Gaiman'],Harper Collins,2003,en
9172,0451171810,54647,The Dark Half,"['Stephen King', 'Moynihan']",Signet Book,1993,en
9173,0156013908,54674,The Honey Thief,['Elizabeth Graver'],Houghton Mifflin Harcourt,2000,en
9174,0515129038,54676,Top Ten,['Ryne Douglas Pearson'],Berkley,2000,en
9175,0345457684,54689,Altered Carbon,['Richard K. Morgan'],National Geographic Books,2003,en
9176,0140291806,54709,Home Truths,['David Lodge'],Penguin Books,2000,en
9177,0425194523,54742,Raise The Titanic!,['Clive Cussler'],Penguin,2004,en
9178,006447268X,54754,The Chronicles Of Chrestomanci,['Diana Wynne Jones'],Harper Collins,2001,en
9180,0880389095,54761,Riverwind The Plainsman,"['Paul B. Thompson', 'Tonya R. Carter']",Wizards of the Coast,1990,en
9181,0425150429,54781,Time Without End,['Linda Lael Miller'],Berkley,1995,en
9182,0743418220,54796,Blue Gold - A Novel From The NUMA Files,"['Clive Cussler', 'Paul Kemprecos']",Pocket Books,2001,en
9183,0812519116,54831,Ender's Game,['Orson Scott Card'],Tor Books,1986,en
9184,0399149864,54837,Pattern Recognition,['William Gibson'],Putnam Adult,2003,en
9185,0375412115,54842,Our Lady Of The Forest,['David Guterson'],Knopf,2003,en
9186,0972393617,54865,Ultimate Unofficial Guide To The Mysteries Of Harry Potter,"['Galadriel Waters', 'Astre Mithrandir']",,2003,en
9187,1400060494,54871,The Winter Queen - A Novel,['Boris Akunin'],Random House (NY),2003,en
9188,0553803328,54894,Villa Incognito,['Tom Robbins'],Bantam,2003,en
9189,0345417186,54917,The Queen's Man,['Sharon Kay Penman'],,1998,en
9190,0446531030,54939,“Das” Wunder von Santo Fico - Roman,['Dennis Smith'],,2005,en
9193,031225346X,54956,The Prometheus Deception,['Robert Ludlum'],Macmillan,2000,en
9194,0515127132,54988,Eight-Point-Four,['Peter Hernon'],Berkley,1999,en
9195,0375758518,54993,Tepper Isn't Going Out - A Novel,['Calvin Trillin'],Random House Trade Paperbacks,2003,en
9196,0156011433,55012,Snow Mountain Passage - A Novel,['James D. Houston'],Houghton Mifflin Harcourt,2002,en
9197,0060959355,55014,More Than You Know - A Novel,['Beth Gutcheon'],William Morrow Paperbacks,2001,en
9198,0140445560,55020,The Odyssey,['Homer'],Penguin Classics,1991,en
9199,0553078755,55026,Ishmael,['Daniel Quinn'],Bantam,1992,en
9200,0679772669,55065,In The Skin Of A Lion,['Michael Ondaatje'],National Geographic Books,1997,en
9202,0151907366,55112,To The Lighthouse,['Virginia Woolf'],Houghton Mifflin Harcourt P,1981,en
9207,0375706852,55248,My Name Is Red,['Orhan Pamuk'],Vintage,2002,en
9209,0451210158,55298,Dirty Work,['Stuart Woods'],Penguin,2003,en
9210,3518380796,55332,Dshamilja - Erzählung,['Čingiz Ajtmatov'],,1988,de
9211,051509160X,55335,Hummingbird,['LaVyrle Spencer'],Berkley,1983,en
9212,3499224623,55372,Und hier begann mein Unglück,['Art Spiegelman'],,1999,de
9213,3499224615,55374,Maus - Die Geschichte eines Uberlebenden. Mein Vater kotzt Geschichte aus. I,['Art Spiegelman'],,1999,de
9214,0140622454,55387,A Woman Of No Importance,['Oscar Wilde'],Penguin UK,1996,en
9215,0006546684,55425,Postcards,['Annie Proulx'],,1994,en
9216,034544003X,55443,Southampton Row,['Anne Perry'],"Random House Digital, Inc.",2002,en
9218,0671543296,55489,Less Than Zero,['Bret Easton Ellis'],Simon & Schuster,1985,en
9219,0765303817,55490,The Onion Girl,['Charles de Lint'],Macmillan,2002,en
9220,0679767800,55511,The Stars My Destination,['Alfred Bester'],Vintage,1996,en
9221,0399141383,55544,Sudden Prey,['John Sandford'],Putnam Adult,1996,en
9222,0451521412,55594,A Room With A View And Howards End,['Edward Morgan Forster'],Signet,1986,en
9223,0385720114,55600,The Map Of Love - A Novel,['Ahdaf Soueif'],National Geographic Books,2000,en
9225,0743444477,55656,Letters For Emily,['Camron Wright'],Gallery Books,2003,en
9226,0440975344,55674,Rumble Fish,['S. E. Hinton'],Laurel Leaf,1989,en
9227,1841952516,55685,Naïve. Super,['Erlend Loe'],Canongate Us,2002,en
9228,0380800799,55701,Creeps Suzette,['Mary Daheim'],Avon,2000,en
9229,0618219064,55745,The Wind Done Gone,['Alice Randall'],Houghton Mifflin Harcourt,2001,en
9230,0312289871,55751,Robert Ludlum's The Paris Option - A Covert-One Novel,"['Robert Ludlum', 'Gayle Lynds']",St. Martin's Griffin,2002,en
9231,0399143130,55755,Here On Earth,['Alice Hoffman'],Putnam Adult,1997,en
9232,0767907809,55774,Bookends - A Novel,['Jane Green'],Broadway,2002,en
9233,0743216393,55810,"Three Plums In One - One For The Money, Two For The Dough, Three To Get Deadly",['Janet Evanovich'],Simon and Schuster,2001,en
9234,1573221856,55826,High Maintenance,['Jennifer Belle'],,2001,en
9235,0061057363,55881,The X-Files: Ruins,['Kevin J. Anderson'],HarperEntertainment,1996,en
9237,1567310079,56007,Siddhartha,['Hermann Hesse'],M J F Books,1992,en
9238,0804108692,56008,A Life On The Road,['Charles Kuralt'],Fawcett,1991,en
9239,0446353337,56088,The Deeds Of The Disturber,['Elizabeth Peters'],Mysterious Press,1989,en
9240,0922066728,56091,A Time To Kill,['John Grisham'],Wynwood,1989,en
9241,0345433475,56101,Irresistible,['Ethan Black'],,2000,en
9243,051512298X,56109,Stone Angel,"[""Carol O'Connell""]",National Geographic Books,1998,en
9245,0671670069,56128,Guardian Angel,['Julie Garwood'],Simon and Schuster,1990,en
9246,0399144412,56135,The Reef,['Nora Roberts'],Putnam Adult,1998,en
9247,0671870998,56142,The Wedding,['Julie Garwood'],Beyond Words/Atria Books,1996,en
9248,0671034014,56144,Mercy,['Julie Garwood'],Beyond Words/Atria Books,2001,en
9250,0843950498,56151,Dark Melody,['Christine Feehan'],,2003,en
9251,0515136824,56153,Wild Rain,['Christine Feehan'],Penguin,2004,en
9253,0553213393,56157,Inferno,['Dante'],Bantam Classics,1982,en
9254,0373218435,56162,Untamed,['Nora Roberts'],Silhouette,2003,en
9255,0373218427,56164,From This Day,['Nora Roberts'],Silhouette,2003,en
9256,0553099604,56168,A Thin Dark Line,['Tami Hoag'],Bantam,1997,en
9258,0517207346,56193,How To Live With A Neurotic Cat,['Stephen Baker'],Gramercy,1999,en
9259,0380977303,56195,Partner In Crime,['J. A. Jance'],William Morrow,2002,en
9260,067102731X,56212,Every Dead Thing - A Charlie Parker Thriller,['John Connolly'],Pocket Books,2000,en
9261,0743204840,56225,Jolie Blon's Bounce - A Novel,['James Lee Burke'],Simon and Schuster,2002,en
9262,0399146180,56227,McNally's Folly,"['Vincent Lardo', 'Lawrence Sanders']",Putnam Adult,2000,en
9263,0671039970,56231,Broken Wings,['V.C. Andrews'],Pocket Star,2003,en
9264,3462033360,56235,Der Vogel ist ein Rabe - Roman,['Benjamin Lebert'],,2003,de
9265,0553264567,56269,A Perfect Spy,['John Le Carré'],Bantam,1986,en
9266,0821762982,56305,Beneath A Blood Red Moon,['Shannon Drake'],Zebra Books,1999,en
9343,0312965788,57893,All Creatures Great And Small,['James Herriot'],Macmillan,1998,en
9344,044651506X,57977,Plum Island,['Nelson DeMille'],Grand Central Publishing,1997,en
9345,0375800387,57987,Junie B. Jones #13: Junie B. Jones Is (Almost) A Flower Girl,['Barbara Park'],Random House Books for Young Readers,1999,en
9346,0515123471,57992,10 Lb. Penalty,['Dick Francis'],Jove,1998,en
9347,0345384202,57994,"I, Tituba, Black Witch Of Salem",['Maryse Condé'],One World/Ballantine,1994,en
9348,0061053538,58119,Focus On: 100 Most Popular Television Series By 20Th Century Fox Television,['Wikipedia contributors'],e-artnow sro,,en
9350,0812550285,58299,A Crown Of Swords - Book Seven Of 'The Wheel Of Time',['Robert Jordan'],Macmillan,1997,en
9351,0330351923,58330,Once In A House On Fire,['Andrea Ashworth'],,1999,en
9353,0345463927,58361,Dead Wrong,['Mariah Stewart'],Ballantine Books,2004,en
